reviewer_name,review_title,review
,AWESOME BUILD QUALITY,BEST LAPTOP IN THIS PRICE POINT. AWESOME BUILD QUALITY.
Dhruba,Good,Nice and good
Jason premraj,बढ़िया सर्विस के लिए अमोजॉन का धन्यवाद।,"जो प्रोडेक्ट मंगाया था वही मुझे मिला समय से मिला प्रॉपर्ली मिला सही मिला कोई डैमेज नहीं सही समय पर मिला ।
आप की सर्विस बेस्ट है ।कोई किसी के साथ धोका नहीं होना चाहिए मेरी यही कामना है ।धन्यवाद।"
Arbind Singh,Nice,Good laptop in budget
Rajaneesh,Keyboard Backlight problems,"All specifications are value for money but there in no keyboard Backlight so I'm kind of disappointed with this product
I have to manage however"
"Keyboard Backlight is not there, i didn't expected it from asus",Good enough,"Good laptop for student workstyle use not for heavy workload
Weight is light
Quality is not that good because low quality plastic use.
Slightly heating
Speed is good and quick response"
sandeep,It's a good laptop,"Weight -good
Build -👍
Brightness-👍
Sound🔊- could be better
Battry 50% brightness light work will run 3to 4 h"
Placeholder,A great choice under 40k,"The laptop is a great choice under 40k. Been using the laptop for more than a month and no complaints till now. The i3 1220p processor is very powerful. Works very smoothly for normal use and coding as well. Ram has to be upgraded for better performance but not required for normal use.
Pros:
Backlit under 40k
Great processor
Latest connectivity (wifi 6)
Boot time very less
Love the my asus software
Avg battery life (4-5hrs on normal use but ~3hrs on heavy use)
Cons:
Decent screen quality (looks like tn panel is used)
Decent sound (good sound if equalizer is used)
Note: The silver colour variant has backlit but no fingerprint reader while blue variant has fingerprint reader but no backlit"
,Good beginner's laptop under 40k,"Good laptop under 40k. i3 1220p is better than older i5 processors from 11th gen..I think it will be great for students for daily use laptop.

Cons:
1)Average screen quality and has very bad viewing angles.
2) Very Poor battery life....I am getting 2 Hrs max for normal web browsing and even less for casual gaming.
3) Screen has slight flex to it.
4)You cannot play AAA games on this machine at good quality cause there is NO GPU.
5)Speakers are bad .
6) No backlight on keyboard
7)Only 1 ram slot and only 1 SSD slot...NO HDD slot.

Pros:
1)Big Screen with good screen to body ratio.
2) Good keyboard with good key travel.
3) Has Numpad and Fingerprint sensor.
4)Camera privacy shutter.
5)Good number of ports.
6)Lightweight(1.7. Kg approx)
7)Comes with Windows 11 and MS office 2021 and Mc Affe 1 year subscription.
8)180 degree hinge.

If your main work is Video editing,Image editing or Gaming don't buy this laptop..It is for casual users and students...It is not for professional work and it has very bad battery life.
I got it slightly under 40k with card discount."
sarath,Performance OK.. Poor display quality,"Performance is amazing.. It boots in just 5 seconds.. And it has preloaded ms office also..

Only negative is the display.. If you bend the screen to 180 degree you can't see anything on screen... Such a poor quality display it is... 😔😔"
Subhankar Roy,Processor,Very nice 👌
S.s,Good laptop,"Pros:
Fast processor (better than some 11th gen i5)
Backlight keyboard
Upgradable storage and ram
Cons:
Average display( poor viewing angle)
The pre-installed os won't allow you to boot up first time unless you connect to wifi and open a Microsof
The cpu is underclocked
180° hinge is absolutely useless, the screen will look rubbish at 180°
The biggest cons is that build quality is very cheap, if you open the screen the body of the laptop flexes under pressure .If you are typing ,the laptop just bends under the little pressure from your hand .

Would i recommend?
No, even though the hardware is mostly good , the build quality is very cheap and it won't last long , spend a little more and go for some good brand like dell ."
Placeholder,Poor battery backup,Asus vivobook 15 i3 1220p laptop battery drained very quickly within 1 min 1% battery losed even for multi media consumption. This battery backup only for near about 2hr or less depends on working .
ayush raj,It's good,"I have been using it for 3-4 months now, it's working fine, no heating issue , only con I guess is the battery backup is little less 2-3 hours , otherwise it's a great optiom under 40k"
Mohammad Irfan,Very nice asus,Good verking
Amazon Customer,Alexa is not supported,"Amazon has mentioned in its site that Asus Vivobook 15 has built in Alexa support but when I ordered this laptop and checked, it does not have Alexa, I am not satisfied with this."
Dhaval,"Absolutely worth it (got under 36,000 )","Likes :(1) very quick boot up (6-7 seconds)
(2)Looks amazing
(3)Backlit keyboard
(4) 8 gb ram,512 SSD,10 cores gives smooth.
performance
(5) Absolutely worth for office use
Pros : (1) Avg Display (specially not for movie/ott )"
VipulChaudhary,Vivobook 15,"Good Look
Good battery life
Average display
No heat issue
Fast processor
But sometime feel lack in cursor for micro second
Fingerprint Not availiable

Overalll satisfactory at this rate"
,Atmosphere humidity can affect this laptop Lower side you can see motherboard or logic board,"Very fast laptop Nice experience playing Asphalt 9 Budget laptop don't be fool buying refurbished item cause old are old they can't provide performance like new hardware. buy this to have good experience work. Keyboard backlit not provided in night not good for typing uses

Bindast buy this very fast"
Placeholder,40 gb storage occupied by pre installed programmes,"Hi,
I received Laptop yesterday. In c drive already 40 gb out of 520 gb is occupied by preinstalled programmes. Pls revert if this is general practice by Asus?
@asusxustomercare"
Gourab chakraborty,Performance beast under 40k,"Bought it at 35k....at this price this is one of the best options.

Processor is very fast.
Gpu is very weak.
You can not play games on this laptop it is best for your everyday tasks & productivity works.
Display quality is very good.
Speaker volume is low.
It has backlight keyboard & don't have fingerprint sensor.
Battery life is decent....nothing extra-ordinary.....depends on what type of work you are doing.

Overall it's a good laptop for everyday tasks....and portable. General operations are very smooth, laptop is very fast, boots under 6 secs. I haven't faced any major heating issue."
Komal Varshney,Nice laptop,I bought this for own business use. I am using now it is too good at this price segment.
Yogesh Pawar,Asus laptop,"Battery quality is very bad. Plays only 2:30 hours, and build quality is ok ok screen side panel is loose."
Aditya,The best,"It very much good laptop good performance by 4sec boot time ,😎😎😎 very fast but only 5hour Battery backup 😅😅 full charge in than 1 hour it has backlit keyboard not fingerprint reader ❌"
,i31220p,"nice laptop under 40k . it worth buying if your budget is less , i3 1220p is best"
Ankit Tiwari,Its hang a lot,Worst product
Abhishek k.,"Good Processor, below avg everything else.","USP is processor 1220P.
Display, audio are below avg.
If performance is not of high priority, one can go for OLED screen & better audio option in ASUS itself for 45k.

RAM needs to be updated for better performance. Not required for normal use."
Vibhin,BEST LAPTOP FOR STUDENTS......,Bahut hi achha laptop hai. Price bhi kam hai.
Placeholder,Fingerprint is not working,Fingerprint is not working & Battery is Poor
