reviewer_name,review_title,review
harsh K.,Good product,"Till now everything is good, screen is little bit disappointing."
Mahak s.,Not recommended to buy laptop from Amazon,"In this laptop display, fingerprint censor is showing but when laptop delivered it was not there and tried to contact support lot of times from yesterday but they are not even trying to helping and disconnecting call and putting on hold for longer period of time and the usermanual which is there with the laptop in that it is mentioned that fingerprint censor will be there.
Also, there is no return policy, which is not at all feasible, only service replacement.
I want to return this laptop, and want buy another one in exchange of this but amazon customer support is not helpful.

Cons of this laptop:

Display quality is not good
Sound quality is also not good
Webcam is not good
No fingerprint sensor

Need to return this."
Placeholder,Bad Audio quality ( speaker)& battery performance is low,Sound quality is very low u can't even listen YouTube videos without headphone in quite place also...& Battery need to be improve u can work max upto 4 hours online..
Anshuman Magar,Super fast Laptop,"Bought in Big billion sale. Fast boot speed with Compact Design. Though the upper lead texture got finger prints impression.
In this Price range Finger print sensor is needed."
Prakash,Keep in mind these things,"There is no graphics.
There is no fingerprint or backlit keyboard.
The cam is 720p after paying huge amount.
Display is also ok only.
If you can get any better deals try those.
Sound is also meh.
The whole can be called totally between below average to average.
Its a has lot of short coming so think before you buy"
ANAMIKA DOHREY,Not satisfied,Writing it after using for 3 months. It has started heating so badly when put on charge and even otherwise. So difficult to use it. Not worth it. Cooling is really bad
Rahul Singh,Decent laptop with 16gb ram in this price segment. I got it in 56380.,"Writing it after use of 2 days.

Pros: 16gb ram in this price segment
Look is very decent. Looks very classy❤️
Mouse is very smooth.
Bakclit is there with 3 level of brightness.
Startup time is very less.

Cons:
Company could have worked more on its display. The video quality is not so good. I played video in my phone & laptop simultaneously, got disappointed in that segment.

I guess company claims double audio speaker, but the sound intensity isn't that high. It's normal."
Asus,Good,Product is very good
,Not safe from below,Water can get into your laptop because below there is no any protection for motherboard
Suraj pulekar,Very good processor,It's a very good laptop. Battery backup is little low (approx 2-3 hrs). Very good performance . Look is really very awesome and quality if best. Overall it was a very good laptop.
Ritesh sahu,DON'T BUY,"I recently purchased a new laptop from Amazon. After using it for 8-9 days, I faced problem in starting the laptop, after that the display was blinking and the keyboard and touchpad were not working.Now the laptop is not turning on, I don't know what is the experience of others but I felt very sorry.
मैंने हाल ही में amazon से एक नया लैपटॉप खरीदा है। 8-9 दिनों तक उपयोग करने के बाद, मुझे लैपटॉप चालू करने में समस्या का सामना करना पड़ा, उसके बाद डिस्प्ले ब्लिंक कर रहा था और कीबोर्ड और टचपैड काम नहीं कर रहे थे। अब लैपटॉप चालू नहीं हो रहा है, मुझे नहीं पता कि दुसरो का क्याअनुभव है , लेकिन मुझे बहुत दुःख हुआ।"
,Camera very bad and not available finger sencer,Not available finger pin sencer in this video finger sencer show's available but Asus vivobook 15 model not available finger sencer it's telling lie and camera bad clearty and laptop well fair it's mean good work
It is not available finger sencer very bad Asus vivobook 15 but video shows finger sencer at touch pad it is not available,"Bad display, No fingerprint sensor","I don't recomend this laptop,
If you're looking for a average to good display,

it has a good display with vibrant color but only for a specific view angle,
if you change the viewing Angle, display is start looking wierd as like old tv

The seller showd in imeage and video that it has a fingerprint sensor,,
but this model does not contain it , no fingerprint sensor available

Hinges are not smooth, if you open the screen it can lift whole body with that, can't open it by one hand"
,Disappointing Experience with Asus VIVOBOOK 15 from Amazon's Great Indian Festival,"I recently purchased the Asus VIVOBOOK 15 during the Amazon Great Indian Festival, and I've had a rather frustrating experience with it. After using the laptop for just 30 minutes upon receiving it, the screen's backlight suddenly went out and hasn't come back on since. This issue has recurred multiple times over the past few days. I reached out to Amazon Customer Service, and they sent a technician to my house. Unfortunately, the technician could only offer a return, and I was hoping for a replacement, which they don't seem to have as an option. This has been quite disappointing."
Ayush,Good,"This is valuable money, good specification good feature"
,Waste of money (no Finger print reader),"Don't buy asus laptop

Overall experience is very bad.
Display- rating 1
build Quality - rating 1
No support from amazon and technician was cheated with out visiting he closed the ticket.
Please avoid buying electronic goods from amazon as you won't get support.

this is first time i am experience so badly i won't suggest anyone to buy asus laptop or avoid buying thr amazon"
MUMINUL HOQUE,Worst laptop,Just waste of money. Plz don't buy company is taking 52000 . display is worst .i am struggling to see things ...asus should take back all these laptop and replace all screen with atleast ips screen ...plz dont if u have extra money to waste then only buy .. totally garbage laptop because display make all things worse.heating within 5 min of browsing .....
,It was great👍👏,Price and premium quality is too good but lifet and right click that polite quality
Rajendra Kukreti,Okay,Okay
Amazon Customer,Terrible mistake,"Not working, charging light not working."
anil. nithar,good for my work,good
,Not expect this from brand like ASUS,"The buil quality processesor, graphics, storage and everything is fine even 16 GB of RAMl in this price range is awesome. But there is no backlit and finger print scanner. I have bought a low price HONOR and even they are providing finger print scaner. So, please if some features is not available in the product don't mention/show in on web page. I could easily give 5 star if these features are not even shown here."
KD,No fingerprint scanner,"Battery life is OK, and not Value for money is the same money there are many options, The Display is OK, and there is no Heating I observed, especially no fingerprint scanner as shown in ads on marketing pics or videos. This is a big disappointment."
Anand,specifications are all good,everything is good in this budget ... go for it !!
,DONT PURCHAGE THIS PRODECT WEAST PRODUECT ASUS,SERVICE WILL BEE POOR AND LATE
User,Mg,Mg
,Display hang,Display blur only after 10 days
Munaf,Disappointing,"Heating problem, no battery back up.."
Subramanyam,Finger print not available,Finger print and backlit both not available on this laptop west of money laptop 💻😔😔
Hang after 10 days in normal apps,"Genuine product, worthy of offered price","Appearance: Quiet blue is good look than silver.
Ease of use: comfort, good and fast performance.
Order package: safe and compact
Overall product is genuine, good for college student usage...."
Amazon Customer,Assus,Good and Compatible👍Laptop Good for Softwares like Auto CaD Civil 3D Open Roads Global Mapper Google Earth CAD Tools etc
Rakesh N.,Got this laptop from Chroma after using it for sometime,Overall the quality seems pretty nice and if you check the hardware its quite a hardcore machine with a good processor
Manikanta Gandrothu,Good,"Value for money good budget laptop for users
And these would be top seller recently
These might good in all speculations"
Subir B.,The worst in tech laptop,"The most 3rd class laptop this never worth the price I wasted my money 😞😢😢 the worst screen makes it trash
"" Never buy this laptop"""
,Worst laptop in segment,"No extra slot for storage
Very slow processor
Worse camera quality
Very bad very bad very bad very bad very bad"
TUSHAR,Get Defective item,"Get Defective item , I order for my Friend ... On appario + Amazon trust .
Kindly replace the item"
AADIL,"Best one , go for it",The best laptop in this price range with powerful processer. the only drawback is it doesn't have fingerprint scanner and everything else is amazing
,Best laptop in price segment,"I like the colour of the laptop. Laptop is easy to handle. laptop weight is 1.7 kg so it's light weight. Laptop boothing time is very good,I am very happy. Screen comes with 15.6 inch display. Display quality is descent. I think I would suggest purchase any amoled display in the laptop. It's comes with 12500h powerful processor with lifetime Microsoft office 2021 and student access. I think it's good choice for all working like coding, descent gaming, office purpose, video editing, best for tech. But laptop is sometimes heating on gaming. Overall asus vivobook 15 ( 16gb ram, 512gb) is good choice for all of you."
