reviewer_name,review_title,review
Rahul,Good,"Bit small compared to other laptop
Works fine good speed... Delay in warranty card services. Good processor, speed average"
,Good Product,Happy to buy this product at this price.
ajay kumar soren,This is not good quality dispatched damage 3 2 month,
Amazon Customer,Product is very nice and good condition,
,SLOW,Joined zoom meeting - it's stuck for 20min. Terrible speed. There are better options at this price range. (Bought it for 22k on sale)
Mostofa Saha,Operating window not installed,In order operating window 11is preloaded but laptop is not operating window is not installed
,All ready remove 1tak and 2nd tak you'd for this laptop and price tak is remove,
M&M's,Best service,Best quality product and best service for another platforms
Nirbhay Narendra,overall perfect and satisfied,overall perfect and satisfied
Revanth bharadwaj,Worst video experience,"Play Video
It's like changing display from one view to another view video quality is worst and faces will be blur in the video not shown , Plz don't but this laptop"
,Sound is very low,Dislike
"Sound is very low. Even you can't hear without earphone, display is good built quality is good. After two month of purchase i don't face any lag or software related essue.",Good laptop,प्राइस के हिसाब से बहुत बढ़िया लैपटॉप है बैटरी बैकअप तकरीबन 6 से 7 घंटा देता है अच्छा लैपटॉप है
KRISHNA K.,Easy to handle,Wow it's amazing product
It's attractive,Lenovo,Super product excellent performance
TELUKALA KRISHNA RAO,Very nice product,It's very nice product I experienced..
Arun Sandhu,Worst laptop heavy body heating,Body heavy heating display slow working sound basic very normal
Nakka ramesh,Licenced Office not given with computer despite windows,Licenced Office not given with computer despite licensed windows were given
Navin Chandra Dhuparh,excellent laptop,"very slim and easy to handle,good and fast performance.. very excited 😊."
Rohit hiwale,Really great product,"Play Video
Great laptop at this price point.. go for it.
Sturdy built ..
Fast processing speed.
Upgradable..."
,Laptop,It's frequing laggy bro
Shiva,Value for money,"Good performance and good display and size.
Good for studies."
Ajay,Laptop has hardware problems,"There is a hardware problem in my laptop and they are refusing it's exchange.i applied for the service of checking my laptop and returning it but the person told me they will be here to take the laptop tomorrow now they are telling me I can't return it. Is it a daylight
robery ."
Afrin Sheikh,Awesome,Good Product worth for the price
,Good product,It's really good at this price point. Value for money product 👌
Amazon Customer,Good packaging and delivery and quality good go for this,Good packaging and delivery and quality good
Shuvam nama,Lenovo,Good laptop
,Nice,Good laptop for general uses
RANJIT KUMAR PADHEE,DEFECTIVE PRODUCTS BEING PROMOTED AND SOLD BY AMAZON,I had received a defective laptop. The speakers were not working properly. The MRP had been scratched. I had returned the product on 11/6/23 and STILL WAITING FOR MY REFUND . Do not purchase online.... Better prices and discounts are available at shops.
