reviewer_name,review_title,review
Harsh Viper,Good phone but not worth buying,"Performance is best in class, design same as boring old design, cost hight, overall not worth buying with same experience as 15 and 14 no change better to go with 13. Even just 15 has better value for money ratio than 15 pro. 13 is value for money if u have money then go for 15. 15 pro is waste of money"
B. Vennela,Thanks for Amazon 😍,"Good product
Good Cemara
Good display
Very nice torch display
Osm product
Fast changing.
phone good price
Thanks for Amazon very nice product"
,Stunner,"I’m already in apple ecosystem.

I’d an iPhone 14 which I brought in may.

Since I was already on a trip in Thailand, brought this for 98k there.

The mere feeling of holding the fastest phone on the planet with the first 3nm chip which can even play PC/PS5 level games is too Damn awesome!"
Sid,"Great as always, but not worth the price tag",Bought a 15 Pro from Dubai for 90k and it’s great iPhone for that price. But it’s extremely overpriced in India. There’s no way this iPhone is worth 1.3L. Avoid buying it in India or go for a 13-14 (both are great)
aditya,Honest review,This is a very good product. Infact the medical procedures I had go through is pain full. I never in my life thought to sell my kidney. Hope hospitals get sufficient organs for transplantations by the customers of apple. Once again I value the black screen after going blind (No pun intended).
Placeholder,Nc camera,Very good and very nice phone sell best and Jada bikne wala phone aaj hi lo is phone ko please bahut aacha h
Placeholder,#iWONONAMAZON,"#IWONONAMAZON IPHONE 15 PRO SELECT ME AS A WENNER OF IPHONE 15 PRO ON 28 JANUARY 2024
I HOPE I WILL WIN I PHONE 15 PRO"
,Beast phone 🤳,"The iPhone 15 Pro Max is a true testament to Apple's commitment to pushing the boundaries of technology and design. As the latest addition to the iPhone lineup, this flagship device showcases a myriad of improvements that redefine the smartphone experience."
SHAJJO SHAHJAHAN,Almost the perfect iphone,"Let's get something out of the way first , the phone does not heat that much even when playing games.It warms up if you play games for longer period of time.

Let's get into pro's

1 - Screen for the pro model is 120hz and you can clearly see the difference between pro and normal iphone 15 . You will just love the screen
2- Camera set up is just brilliant , pictures comes up crisp and clear with 48mp camera.With 3 camera set up in pro models this just takes the cake. Low light photos are decent too
3-Type c charging is a big plus , now i can charge it with any charger if needed . Try buying a a fast charger which will do the trick
4- Dynamic island is very useful and i love it , used it for uber and it came out aces.

cons

1- It warms up not heated when playing games for longer hours
2- Price point is a tough for this , if you can get some credit cards offers then great"
Anubhab,No charger,Apple I phone cost more then 1 lakh but without charger …..what is this????? Rs2000 mobile also giving charger and headphones etc
Mani,Worth the hype,"I have been using this phone for more than 2 months now..no issue at all. Classy look, stands out.
Loved it."
MJ,Heating issues even with original apple charger,"Camera is better, suggest not to use other charger adapter. Always use apple charger cable rather using other type C cable."
Anuruddha Paul,A Glimpse into the Future.,"The iPhone 15 Pro is a technological marvel, pushing the boundaries of what a smartphone can do. Its impressive A15X chip delivers unparalleled performance, making multitasking a breeze. The camera system, with enhanced low-light capabilities, captures stunning photos and videos. The stunning ProMotion display with a 120Hz refresh rate offers a silky-smooth visual experience. The only downside is its hefty price tag, but for those seeking the pinnacle of smartphone innovation, the iPhone 15 Pro doesn't disappoint. It's a glimpse into the future of mobile technology."
Sachin Jain,Nice phone,"Writing this review for iPhone 15 pro 256 GB after one month usage. It's a nice phone with buttery smooth performance and brilliant camera setup. Battery also lasts for a whole day. Initially the phone had heating issue but after a few days (when OS and updates got settled) the issue was resolved automatically.
Overall a nice phone."
,The Beast of all Phones,"This is the best iPhone launched by apple. The titanium feels really good and super classy! The gaming experience is top notch, its a console in a phone! None can beat that. A17 pro chip speaks of itself! super pro. I didn’t experience any heating issues, great battery experience, even though i didn’t get it from amazon due to product constraints, was able to get from the apple store itself on launch day.
Go for it! Worth it. I bought the blue titanium and its really nice!"
Chan Ezra,Nakali iPhone ki video kyon banaun main,Samsung le Lo iPhone nahin agar mujhe jyada Paisa a Gaya barbad karna chahte ho to liya ja sakta hai lekin main pregnant nahin karunga kyunki yah nakali hai ya iPhone
,Great phone,"I didn’t face any heating issues , phone is really smooth , powerful processor, really best phone , go for it"
Main jaanta hun nakali iPhone hai jo bech Raha hai vah Mera dost hai sala Chinese Mal aata hai 5000 mai mat lo yaar phone isase achcha 5000 ka Samsung ka phone le lo vah jyada achcha chalega,iPhone vs poco,"Very smooth compared to poco f1 the battery is only 1 in each phone , i phone has 3 camara, poco f1 has 2 camara, i phone has app store poco f1 has playstore"
vikas0145,Gaming is smooth,Hard and lightweight. Charging adapter have to buy again. Camera is good. Quality is also nice. A17 pro chip so more speed
Very smooth compared to poco f1 camara also good,Most Worst Phone By Apple(I Phone15)series,"I have iPhone 14 & 14ProMax
I bought Iphone15 Pro at the time of Launching of 15 but should say 14 Series is not only the best but the showstoppers for today's generation.
Don't Buy iPhone 15 it's very pathetic and don't works properly in the sense of Camera in working performance.
Don't waste your Hard earned money...."
Aryan Bidkar,High price,Very high price.. no need to spend this much high hard earned money to just a mobile phone. You can build an awesome pc with this money...
