reviewer_name,review_title,review
,Happy for the product 🎉,Love it
The filter is not working good ...i have a leakage problem...the taste of water is also not look like pure ...so disappointed,Good,Product not having USB type interface
Jaisan,Nice product,Good clarity
Rajaguruvel,Decent,"Bought this as a monitor for the CCTV cameras. It's a decent product.
Picture quality is good. But can be viewed only from straight. You won't see the images from side angles. It's a basic monitor only."
,Working good.,Ok
John Prakash,ZEBRONICS LEF monitor,It's a good product & we use it for CCTV monitor. Really this product is worth buying at this price.
,Fair enough,"If you have low budget then go for it. If not the see something else, colour is fair enough you will do daily work. For browsing ok."
Malik,Good picture quality,Durability to be known with use
,No controk buttons,There is no control buttons in panel. Just written power up down menu in the panel. But buttons not provided.
jugiraj sonowal,Not good,"Play Video
The monitor small sport"
,Monitor,Very good
Bhartendu Dobriyal,"A monitor, Thats all",A small monitor. working well. nothing more.
Abdul Rasheed,Headline,Product Received with good condition and works well.
Magesh,Good,Proper working
asad alam,My monitor,Color is so fast
Vijay Thakur,good product it was nice form work from home,good product
Aman Patil,Except Power Cable everything is awesome,"Except Power Cable everything is awesome, just after two days power cable got a bit uncovered. Also monitor is not sturdy , monitor shakes unnecessarily , even a ceiling fan air flow shakes the monitor. Expected a bit more sturdy . Bezel and monitor screen are simply super. Blue light control and speaker sound , clarity are added features."
,Best in budget,Nice
K MADHU SUDHAN RAO,Zebronics is super 🙂,Amazon packing is not very good today for this item . But okay. Zebronics lcd monitor is so super . Hurry up all. Very biggest screen
Rayies Amin,A very good product from a good brand,"I'm using it as a monitor for my 4 channel cctv setup and it is doing good.
The screen is good and I have no complaints for now.
A good product."
Nivedita Unawane,Average not soo bad nd not so good,"Looking wise the product is very good but the only thing is uh have to see the screen in straight way on another angles the image looks negative (black n white no clr)
It is good for official nd some normal use not for gaming,movies,etc"
Anirban Halder,Low price best monitor,
Raju,Worth for money but . ..,"Moniter is delivered with good packing. Image quality is good. The only disadvantage is, we need to look the monitor in a straight way. Else picture looks like negative image on certain angle"
Keith F.,Good value for money,"Very good value for money product. It's small enough to carry in small suitcase. Can be kept in small home desks. Worth 5 stars.

Deducting 1 star because the initial product shipped to me was defective. Image was blurry then it died within 5 days.

But Amazon replaced it easily. The replaced one works like a charm. I didn't realise its actual intended image quality untill i got the replaced product."
anand,Blurry display,"Monitor have blurry display. Tried to troubleshoot by own with different solutions, but problem not resolved"
Shopper Japs,"Price wise best, but not as a main PC screen",Oozing so much light even after all kinda setting. The setting buttons and functioning is unfriendly user case wise. Couldnt use as main PC screen due to disconfirt in eyes due to glaring whiteness. Made in India prpduct and at best price that's plus point. Power cable is short. Can use Firestick and make it TV easily as it has a speaker and audio jack.
Rahul A R,Very basic monitor to be used for basic purpose,This is a cheap monitor which you can use for viewing security footage or for your kids for studying if you don't have good budget. Rating 5 because it works as expected and has a HDMI port.
prasanna lakshmi,Not recommended for commercial,No clear image clarity. It was appear very black.
Mohammed ansary,Value for the product,I bought the monitor last month it's work perfectly.
A.C.,Great monitor for the price,"Edit: I have reduced 1 star to 4 stars because just now I spotted a dead red pixel. It was looking like a spec of dust but now can noticed it is a dead pixel and using monitor testing site found out it was a dead red pixel as it appears as black only when the monitor is kept fully red in color.
---
1 VGA 1 HDMI 1 Audio In port
Sound is very decent and flat (Ensure you setup 100% volume using the monitor controls)
Bass in sound is lacking but seriously I don't mind - this is a monitor not TV
Both VGA and HDMI Give excellent pic quality
Works very well at 75Hz
Viewing angles are adequate for work station

First, I was able to get it set up in 5 minutes with my mac. It has both VGA and HDMI ports. 1 each. Both are equivalent picture quality. Now the monitor info says it is 60Hz and cannot be used for TV. But I am running it at 75Hz on my mac. Both on VGA and HDMI 75hz works well at full resolution. In VGA it can be very slightly soft image if you care to notice. I connected my settopbox to it and straight away was watching TV. So just get it and it won't disappoint at all. The price makes it worth."
DEVARAJU K G,Nice product,Good tk use at college lab
Rajeshwari,Display issue.,"Display issues, but I am not able to return it."
sandip paul,Cheap and ok,Using this for Raspberi pi b+
Nilanchala Behera.,Ok,Speakers are of very low quality
Amazon Customer #Kerala,Good product,Sound clarity is good. Value for money. Packing to be improve..
SAMINUL,Very bad product and it's service centre also,"i had purchased this monitor on 5th August,2023 and had used as a monitor for my CCTV. but after using this monitor for few days..some lines appeared accross the dislay and subseqently got two black spot on the display... today i had visited the Zebronic Service centre at Guwahati but they had refused to accept my claim. Although there is not a single sign of physical damage but they had rejected saying that there is an internal damage...such a hopeless experience...."
,Worth the Pricing!!!,"Being a Trustworthy Brand in Electronics, they did not disappoint me..
Good product for a good price, It supports HDMI too...
Just 1 day of use...impressed...

Of course, there are certain areas of improvement - shaky stand, adjustment buttons are at the back, and a glossy screen (I am able to see my own image when the screen background is black)

Overall a good product"
REJITHA HARISH,Nice product,I am using this monitor from last 1 year 4 months and it is working. I you want to purchase a low budget monitor then it's a great option. Company should add one or two option for brightness because if want minimum brightness of screen there is not any option to do that.
Rajat soni,Good but speaker is worst,Resolution is good but audio breaks
